CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,MEDV
0.14932,25.0,5.13,0,0.45299999999999996,5.7410000000000005,66.2,7.2254,8,284,19.7,13.15,18.7
73.5341,0.0,18.1,0,0.679,5.957000000000001,100.0,1.8026,24,666,20.2,20.62,8.8
14.4383,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666,20.2,19.78,27.5
0.22188000000000002,20.0,6.96,1,0.46399999999999997,7.691,51.8,4.3665,3,223,18.6,6.58,35.2
4.55587,0.0,18.1,0,0.718,3.5610000000000004,87.9,1.6132,24,666,20.2,7.12,27.5
2.3309900000000003,0.0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,28.32,17.8
6.71772,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,17.44,13.4
0.01096,55.0,2.25,0,0.389,6.452999999999999,31.9,7.3073,1,300,15.3,8.23,22.0
18.0846,0.0,18.1,0,0.679,6.434,100.0,1.8347,24,666,20.2,29.05,7.2
0.10574000000000001,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,18.07,13.6
0.02055,85.0,0.74,0,0.41,6.382999999999999,35.7,9.1876,2,313,17.3,5.77,24.7
0.22969,0.0,10.59,0,0.489,6.3260000000000005,52.5,4.3549,4,277,18.6,10.97,24.4
0.15098,0.0,10.01,0,0.547,6.021,82.6,2.7474,6,432,17.8,10.3,19.2
0.06617,0.0,3.24,0,0.46,5.867999999999999,25.8,5.2146,4,430,16.9,9.97,19.3
1.00245,0.0,8.14,0,0.5379999999999999,6.6739999999999995,87.3,4.239,4,307,21.0,11.98,21.0
0.06417,0.0,5.96,0,0.499,5.933,68.2,3.3603,5,279,19.2,9.68,18.9
1.13081,0.0,8.14,0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4,307,21.0,22.6,12.7
0.027630000000000002,75.0,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,4.32,30.8
0.0566,0.0,3.41,0,0.489,7.007000000000001,86.3,3.4217,2,270,17.8,5.5,23.6
0.62976,0.0,8.14,0,0.5379999999999999,5.949,61.8,4.7075,4,307,21.0,8.26,20.4
0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358,14.8,4.74,29.0
0.06663999999999999,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,5.33,29.4
1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,3.32,50.0
1.19294,0.0,21.89,0,0.624,6.3260000000000005,97.7,2.271,4,437,21.2,12.26,19.6
0.033589999999999995,75.0,2.95,0,0.428,7.024,15.8,5.4011,3,252,18.3,1.98,34.9
3.4742800000000003,0.0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,5.29,21.9
0.09512000000000001,0.0,12.83,0,0.43700000000000006,6.2860000000000005,45.0,4.5026,5,398,18.7,8.94,21.4
2.01019,0.0,19.58,0,0.605,7.928999999999999,96.2,2.0459,5,403,14.7,3.7,50.0
0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,4.73,31.5
0.07886,80.0,4.95,0,0.41100000000000003,7.148,27.7,5.1167,4,245,19.2,3.56,37.3
7.75223,0.0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,16.23,14.9
0.22876,0.0,8.56,0,0.52,6.405,85.4,2.7147,5,384,20.9,10.63,18.6
2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,12.64,16.1
11.1604,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,23.27,13.4
0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,5.68,32.5
4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,18.68,16.7
13.5222,0.0,18.1,0,0.631,3.863,100.0,1.5106,24,666,20.2,13.33,23.1
3.5350099999999998,0.0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,15.02,15.6
0.09744,0.0,5.96,0,0.499,5.841,61.4,3.3779,5,279,19.2,11.41,20.0
0.21719000000000002,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,16.03,22.4
0.009059999999999999,90.0,2.97,0,0.4,7.087999999999999,20.8,7.3073,1,285,15.3,7.85,32.2
0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,9.38,28.1
0.08829,12.5,7.87,0,0.524,6.0120000000000005,66.6,5.5605,5,311,15.2,12.43,22.9
22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666,20.2,31.99,7.4
0.12204000000000001,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18.0,6.65,28.4
0.01381,80.0,0.46,0,0.42200000000000004,7.875,32.0,5.6484,4,255,14.4,2.97,50.0
0.09252,30.0,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,7.37,23.3
0.82526,20.0,3.97,0,0.647,7.327000000000001,94.5,2.0788,5,264,13.0,11.25,31.0
3.1636,0.0,18.1,0,0.655,5.7589999999999995,48.2,3.0665,24,666,20.2,14.13,19.9
0.6379600000000001,0.0,8.14,0,0.5379999999999999,6.096,84.5,4.4619,4,307,21.0,10.26,18.2
0.05479,33.0,2.18,0,0.47200000000000003,6.6160000000000005,58.1,3.37,7,222,18.4,8.93,28.4
0.6147,0.0,6.2,0,0.507,6.617999999999999,80.8,3.2721,8,307,17.4,7.6,30.1
5.87205,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666,20.2,19.37,12.5
0.10612,30.0,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,12.4,20.1
0.10793,0.0,8.56,0,0.52,6.195,54.4,2.7778,5,384,20.9,13.0,21.7
1.8337700000000001,0.0,19.58,1,0.605,7.8020000000000005,98.2,2.0407,5,403,14.7,1.92,50.0
0.050589999999999996,0.0,4.49,0,0.449,6.388999999999999,48.0,4.7794,3,247,18.5,9.62,23.9
0.11329000000000002,30.0,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,11.38,22.0
9.33889,0.0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,24.08,9.5
0.04301,80.0,1.91,0,0.413,5.662999999999999,21.9,10.5857,4,334,22.0,8.05,18.2
0.41238,0.0,6.2,0,0.504,7.162999999999999,79.9,3.2157,8,307,17.4,6.36,31.6
88.9762,0.0,18.1,0,0.6709999999999999,6.968,91.9,1.4165,24,666,20.2,17.21,10.4
6.288069999999999,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,17.79,14.9
12.2472,0.0,18.1,0,0.584,5.837000000000001,59.7,1.9976,24,666,20.2,15.69,10.2
0.0536,21.0,5.64,0,0.439,6.511,21.1,6.8147,4,243,16.8,5.28,25.0
0.19802,0.0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,9.47,25.0
4.0974,0.0,19.58,0,0.871,5.468,100.0,1.4118,5,403,14.7,26.42,15.6
0.06911,45.0,3.44,0,0.43700000000000006,6.739,30.8,6.4798,5,398,15.2,4.69,30.5
0.37578,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,23.98,19.3
0.024980000000000002,0.0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,8.65,16.5
9.92485,0.0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,16.44,12.6
1.22358,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,4.59,41.3
0.05646,0.0,12.83,0,0.43700000000000006,6.232,53.7,5.0141,5,398,18.7,12.34,21.2
0.15936,0.0,6.91,0,0.44799999999999995,6.211,6.5,5.7209,3,233,17.9,7.44,24.7
0.14476,0.0,10.01,0,0.547,5.731,65.2,2.7592,6,432,17.8,13.61,19.3
0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,4.85,35.1
5.09017,0.0,18.1,0,0.713,6.297000000000001,91.8,2.3682,24,666,20.2,17.27,16.1
0.09068,45.0,3.44,0,0.43700000000000006,6.9510000000000005,21.5,6.4798,5,398,15.2,5.1,37.0
0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,9.52,24.5
0.17171,25.0,5.13,0,0.45299999999999996,5.966,93.4,6.8185,8,284,19.7,14.44,16.0
20.7162,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666,20.2,23.34,11.9
0.0315,95.0,1.47,0,0.40299999999999997,6.975,15.3,7.6534,3,402,17.0,4.56,34.9
0.13117,0.0,8.56,0,0.52,6.127000000000001,85.2,2.1224,5,384,20.9,14.09,20.4
1.2074200000000002,0.0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,14.43,17.4
0.17142000000000002,0.0,6.91,0,0.44799999999999995,5.682,33.8,5.1004,3,233,17.9,10.21,19.3
9.91655,0.0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,29.97,6.3
0.12757000000000002,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,5.19,23.7
0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,3.01,46.0
13.9134,0.0,18.1,0,0.713,6.207999999999999,95.0,2.2222,24,666,20.2,15.17,11.7
0.77299,0.0,8.14,0,0.5379999999999999,6.495,94.4,4.4547,4,307,21.0,12.8,18.4
0.04684,0.0,3.41,0,0.489,6.417000000000001,66.1,3.0923,2,270,17.8,8.81,22.6
0.11747,12.5,7.87,0,0.524,6.0089999999999995,82.9,6.2267,5,311,15.2,13.27,18.9
22.0511,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,22.11,10.5
0.09849,0.0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,17.58,18.8
0.30346999999999996,0.0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,6.15,23.0
0.0456,0.0,13.89,1,0.55,5.888,56.0,3.1121,5,276,16.4,13.51,23.3
1.27346,0.0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,5.5,27.0
0.17331,0.0,9.69,0,0.585,5.707000000000001,54.0,2.3817,6,391,19.2,12.01,21.8
14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666,20.2,13.11,21.4
0.29819,0.0,6.2,0,0.504,7.686,17.0,3.3751,8,307,17.4,3.92,46.7
0.9761700000000001,0.0,21.89,0,0.624,5.757000000000001,98.4,2.346,4,437,21.2,17.31,15.6
3.32105,0.0,19.58,1,0.871,5.403,100.0,1.3216,5,403,14.7,26.82,13.4
0.08014,0.0,5.96,0,0.499,5.85,41.5,3.9342,5,279,19.2,8.77,21.0
2.15505,0.0,19.58,0,0.871,5.627999999999999,100.0,1.5166,5,403,14.7,16.65,15.6
2.4466799999999997,0.0,19.58,0,0.871,5.272,94.0,1.7364,5,403,14.7,16.14,13.1
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,9.14,21.6
0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264,13.0,7.44,50.0
0.25387,0.0,6.91,0,0.44799999999999995,5.399,95.3,5.87,3,233,17.9,30.81,14.4
0.03445,82.5,2.03,0,0.415,6.162000000000001,38.4,6.27,2,348,14.7,7.43,24.1
0.035019999999999996,80.0,4.95,0,0.41100000000000003,6.861000000000001,27.9,5.1167,4,245,19.2,3.33,28.5
0.02543,55.0,3.78,0,0.484,6.696000000000001,56.4,5.7321,5,370,17.6,7.18,23.9
0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,4.82,37.9
0.12816,12.5,6.07,0,0.409,5.885,33.0,6.497999999999999,4,345,18.9,8.79,20.9
9.82349,0.0,18.1,0,0.6709999999999999,6.794,98.8,1.358,24,666,20.2,21.24,13.3
0.1265,25.0,5.13,0,0.45299999999999996,6.7620000000000005,43.4,7.9809,8,284,19.7,9.5,25.0
0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,2.98,32.0
0.053020000000000005,0.0,3.41,0,0.489,7.079,63.1,3.4145,2,270,17.8,5.7,28.7
0.13058,0.0,10.01,0,0.547,5.872000000000001,73.1,2.4775,6,432,17.8,15.37,20.4
0.06076,0.0,11.93,0,0.573,6.976,91.0,2.1675,1,273,21.0,5.64,23.9
5.20177,0.0,18.1,1,0.77,6.127000000000001,83.4,2.7227,24,666,20.2,11.48,22.7
0.34109,0.0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,6.12,25.0
0.33045,0.0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,10.88,24.0
0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,12.93,20.1
0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,9.69,28.7
0.08387,0.0,12.83,0,0.43700000000000006,5.874,36.6,4.5026,5,398,18.7,9.1,20.3
0.38214000000000004,0.0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,3.13,37.6
0.03584,80.0,3.37,0,0.39799999999999996,6.29,17.8,6.6115,4,337,16.1,4.67,23.5
0.47547,0.0,9.9,0,0.544,6.1129999999999995,58.8,4.0019,4,304,18.4,12.73,21.0
0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,10.87,22.6
0.13554000000000002,12.5,6.07,0,0.409,5.593999999999999,36.8,6.497999999999999,4,345,18.9,13.09,17.4
0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,14.1,18.3
0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,9.51,24.8
0.0578,0.0,2.46,0,0.488,6.98,58.4,2.8289999999999997,3,193,17.8,5.04,37.2
0.21977,0.0,6.91,0,0.44799999999999995,5.602,62.0,6.0877,3,233,17.9,16.2,19.4
1.3547200000000001,0.0,8.14,0,0.5379999999999999,6.072,100.0,4.175,4,307,21.0,13.04,14.5
7.022589999999999,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,15.7,14.2
0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,7.6,22.3
0.88125,0.0,21.89,0,0.624,5.6370000000000005,94.7,1.9799,4,437,21.2,18.34,14.3
0.54452,0.0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,18.46,17.8
0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,3.59,24.8
12.8023,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,23.79,10.8
0.76162,20.0,3.97,0,0.647,5.56,62.8,1.9865,5,264,13.0,10.45,22.8
0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4,254,17.6,6.05,33.2
18.811,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666,20.2,34.37,17.9
0.06588,0.0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,7.56,39.8
0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,7.7,20.4
24.3938,0.0,18.1,0,0.7,4.652,100.0,1.4672,24,666,20.2,28.28,10.5
3.7749800000000002,0.0,18.1,0,0.655,5.952000000000001,84.7,2.8715,24,666,20.2,17.15,19.0
4.26131,0.0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,12.67,22.6
11.9511,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666,20.2,12.13,27.9
0.09065,20.0,6.96,1,0.46399999999999997,5.92,61.5,3.9175,3,223,18.6,13.65,20.7
13.6781,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,34.02,8.4
0.03768,80.0,1.52,0,0.40399999999999997,7.274,38.3,7.309,2,329,12.6,6.62,34.6
0.10659,80.0,1.91,0,0.413,5.936,19.5,10.5857,4,334,22.0,5.57,20.6
1.49632,0.0,19.58,0,0.871,5.404,100.0,1.5916,5,403,14.7,13.28,19.6
